referrer,views_total,views_unique
github.com,54,8
Google,46,8
cn.bing.com,7,3
spheric-sph.org,6,1
astro.paperswithcode.com,1,1
hpc.dmi.unibas.ch,1,1
DuckDuckGo,1,1
