referrer,views_total,views_unique
github.com,139,17
Google,30,11
DuckDuckGo,16,1
Bing,12,2
chatgpt.com,3,1
yandex.ru,3,1
de.overleaf.com,1,1
hpc.dmi.unibas.ch,1,1
jfavre.github.io,1,1
sph-exa.readthedocs.io,1,1
