referrer,views_total,views_unique
Google,90,18
github.com,36,6
spheric-sph.org,9,2
sph-exa.readthedocs.io,2,2
DuckDuckGo,1,1
chatgpt.com,1,1
qwant.com,1,1
github.dev,1,1
