referrer,views_total,views_unique
Google,65,18
Bing,33,1
spheric-sph.org,25,3
hpc.dmi.unibas.ch,2,2
cn.bing.com,1,1
sph-exa.readthedocs.io,1,1
github.com,1,1
chatgpt.com,1,1
