referrer,views_total,views_unique
Google,36,17
github.com,16,5
statics.teams.cdn.office.net,6,1
hpc.dmi.unibas.ch,5,2
sph-exa.readthedocs.io,3,2
spheric-sph.org,3,2
Bing,1,1
