referrer,views_total,views_unique
Google,77,22
github.com,25,6
sph-exa.readthedocs.io,21,2
spheric-sph.org,11,3
Bing,9,4
chatgpt.com,9,2
docs.google.com,2,1
fr.search.yahoo.com,2,1
