referrer,views_total,views_unique
Google,122,24
github.com,32,7
hpc.dmi.unibas.ch,3,2
cn.bing.com,2,2
spec.org,1,1
sph-exa.readthedocs.io,1,1
search.brave.com,1,1
confluence.cscs.ch,1,1
